Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q4,0.0187718,1033.781
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q4,0.0444671,2272.681
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q4,0.0277247,1863.402
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q4,0.0526883,3060.877
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q4,0.0692741,3696.728
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q4,0.0693612,3576.981
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q4,0.0763037,4199.038
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q4,0.0183975,1017.859
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q4,0.0046934,276.745
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q4,0.0356809,2017.516
Industry groups,Education and training,SG01RSC04B01PP1,2013Q4,0.0451188,2297.254
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q4,0.0578783,3197.718
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q4,0.013278,684.607
Industry groups,Other services,SG01RSC04B01RS2,2013Q4,0.0179801,947.507
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.0824732,3888.459
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q1,0.0563186,2245.682
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q1,0.0061824,359.148
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q1,0.0078348,462.302
Industry groups,Mining,SG01RSC04B01BB1,2014Q1,0.0153729,905.94
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q1,0.0365711,1789.866
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q1,0.0026796,163.052
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q1,0.0079546,476.418
Industry groups,Printing,SG01RSC04B01CC4,2014Q1,0.0029598,161.284
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q1,0.0179993,916.631
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q1,0.0045687,271.788
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q1,0.0107763,618.026
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q1,0.0161896,926.299
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q1,0.0026585,155.621
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q1,0.0318884,1586.946
Industry groups,Construction,SG01RSC04B01EE1,2014Q1,0.0532595,2987.504
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q1,0.0497937,2850.678
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q1,0.0429011,2415.594
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q1,0.0187718,1051.093
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q1,0.0444671,2313.927
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q1,0.0277247,1908.619
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q1,0.0526883,3056.742
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q1,0.0692741,3680.189
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q1,0.0693612,3613.577
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q1,0.0763037,4244.962
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q1,0.0183975,1020.191
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q1,0.0046934,275.886
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q1,0.0356809,2026.326
Industry groups,Education and training,SG01RSC04B01PP1,2014Q1,0.0451188,2298.736
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q1,0.0578783,3200.181
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q1,0.013278,699.595
Industry groups,Other services,SG01RSC04B01RS2,2014Q1,0.0179801,976.923
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.0824732,3925.912
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q2,0.0339522,2226.116
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q2,0.005333,359.491
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q2,0.0084825,460.258
Industry groups,Mining,SG01RSC04B01BB1,2014Q2,0.0147676,871.058
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q2,0.0432925,1813.423
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q2,0.0027093,170.289
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q2,0.0075734,477.489
Industry groups,Printing,SG01RSC04B01CC4,2014Q2,0.0028568,164.582
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q2,0.0192641,906.936
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q2,0.0045107,264.564
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q2,0.0111124,614.771
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q2,0.0167488,954.07
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q2,0.002643,153.839
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q2,0.0312954,1586.006
Industry groups,Construction,SG01RSC04B01EE1,2014Q2,0.0570034,3069.394
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q2,0.0514525,2918.099
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q2,0.0432313,2442.857
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q2,0.0197149,1087.054
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q2,0.0470571,2391.861
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q2,0.0270997,1915.328
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q2,0.0556906,3082.998
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q2,0.0681043,3628.023
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q2,0.0706629,3655.33
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q2,0.0765254,4287.206
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q2,0.0187693,1093.239
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q2,0.0047645,280.429
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q2,0.0357203,2060.1
Industry groups,Education and training,SG01RSC04B01PP1,2014Q2,0.0453205,2303.625
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q2,0.058776,3226.91
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q2,0.0136767,711.032
Industry groups,Other services,SG01RSC04B01RS2,2014Q2,0.0187763,989.415
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q2,0.0831125,3964.005
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q3,0.0339522,2321.298
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q3,0.005333,343.514
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q3,0.0084825,459.46
Industry groups,Mining,SG01RSC04B01BB1,2014Q3,0.0147676,910.38
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q3,0.0432925,1749.255
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q3,0.0027093,174.846
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q3,0.0075734,499.98
Industry groups,Printing,SG01RSC04B01CC4,2014Q3,0.0028568,157.372
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q3,0.0192641,894.428
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q3,0.0045107,277.176
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q3,0.0111124,636.835
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q3,0.0167488,978.611
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q3,0.002643,149.477
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q3,0.0312954,1618.106
Industry groups,Construction,SG01RSC04B01EE1,2014Q3,0.0570034,3138.762
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q3,0.0514525,2889.769
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q3,0.0432313,2489.593
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q3,0.0197149,1106.408
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q3,0.0470571,2362.208
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q3,0.0270997,1983.547
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q3,0.0556906,3102.043
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q3,0.0681043,3627.693
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q3,0.0706629,3704.04
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q3,0.0765254,4289.144
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q3,0.0187693,1025.901
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q3,0.0047645,284.647
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q3,0.0357203,2077.703
Industry groups,Education and training,SG01RSC04B01PP1,2014Q3,0.0453205,2308.587
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q3,0.058776,3282.192
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q3,0.0136767,726.738
Industry groups,Other services,SG01RSC04B01RS2,2014Q3,0.0187763,992.219
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q3,0.0831125,4049.601
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q4,0.0339522,2358.934
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q4,0.005333,360.258
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q4,0.0084825,470.656
Industry groups,Mining,SG01RSC04B01BB1,2014Q4,0.0147676,882.348
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q4,0.0432925,1783.852
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q4,0.0027093,164.911
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q4,0.0075734,478.915
Industry groups,Printing,SG01RSC04B01CC4,2014Q4,0.0028568,164.919
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q4,0.0192641,920.988
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q4,0.0045107,272.228
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q4,0.0111124,633.072
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q4,0.0167488,991.529
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q4,0.002643,152.402
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q4,0.0312954,1620.571
Industry groups,Construction,SG01RSC04B01EE1,2014Q4,0.0570034,3070.767
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q4,0.0514525,2904.062
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q4,0.0432313,2536.021
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q4,0.0197149,1141.334
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q4,0.0470571,2421.769
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q4,0.0270997,2044.738
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q4,0.0556906,3168.492
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q4,0.0681043,3702.523
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q4,0.0706629,3755.45
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q4,0.0765254,4345.354
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q4,0.0187693,1048.554
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q4,0.0047645,287.084
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q4,0.0357203,2109.046
Industry groups,Education and training,SG01RSC04B01PP1,2014Q4,0.0453205,2313.622
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q4,0.058776,3281.007
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q4,0.0136767,737.968
Industry groups,Other services,SG01RSC04B01RS2,2014Q4,0.0187763,1004.052
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q4,0.0831125,4073.71
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q1,0.0339522,2327.603
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q1,0.005333,369.124
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q1,0.0084825,471.599
Industry groups,Mining,SG01RSC04B01BB1,2015Q1,0.0147676,822.256
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q1,0.0432925,1784.135
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q1,0.0027093,166.439
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q1,0.0075734,490.196
Industry groups,Printing,SG01RSC04B01CC4,2015Q1,0.0028568,156.037
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q1,0.0192641,934.001
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q1,0.0045107,279.266
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q1,0.0111124,637.814
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q1,0.0167488,954.675
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q1,0.002643,156.796
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q1,0.0312954,1629.8
Industry groups,Construction,SG01RSC04B01EE1,2015Q1,0.0570034,3184.357
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q1,0.0514525,2857.435
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q1,0.0432313,2573.112
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q1,0.0197149,1163.052
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q1,0.0470571,2495.74
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q1,0.0270997,2056.034
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q1,0.0556906,3153.218
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q1,0.0681043,3743.4
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q1,0.0706629,3773.306
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q1,0.0765254,4352.191
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q1,0.0187693,1100.087
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q1,0.0047645,282.442
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q1,0.0357203,2096.082
Industry groups,Education and training,SG01RSC04B01PP1,2015Q1,0.0453205,2318.733
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q1,0.058776,3273.159
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q1,0.0136767,770.048
Industry groups,Other services,SG01RSC04B01RS2,2015Q1,0.0187763,1016.322
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q1,0.0831125,4139.848
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q2,0.030119,2350.794
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q2,0.0061088,340.49
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q2,0.0084844,486.29
Industry groups,Mining,SG01RSC04B01BB1,2015Q2,0.0093227,888.355
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q2,0.0438132,1728.506
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q2,0.0026259,164.243
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q2,0.0082609,501.13
Industry groups,Printing,SG01RSC04B01CC4,2015Q2,0.0025669,149.319
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q2,0.0207237,932.78
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q2,0.0043653,274.523
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q2,0.0107923,646.621
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q2,0.0170465,964.362
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q2,0.0026286,148.855
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q2,0.0300511,1665.084
Industry groups,Construction,SG01RSC04B01EE1,2015Q2,0.0594123,3239.92
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q2,0.0503474,2838.471
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q2,0.0434044,2588.468
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q2,0.0207738,1149.321
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q2,0.0486681,2482.438
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q2,0.026523,2156.525
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q2,0.054681,3157.61
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q2,0.0701827,3793.892
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q2,0.0709097,3828.37
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q2,0.0780624,4394.049
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q2,0.0191456,1138.06
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q2,0.0047116,290.542
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q2,0.035712,2116.658
Industry groups,Education and training,SG01RSC04B01PP1,2015Q2,0.0447673,2324.332
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q2,0.0593888,3301.683
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q2,0.013818,767.294
Industry groups,Other services,SG01RSC04B01RS2,2015Q2,0.0184533,968.53
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q2,0.0841293,4179.351
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q3,0.030119,2389.429
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q3,0.0061088,333.968
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q3,0.0084844,469.45
Industry groups,Mining,SG01RSC04B01BB1,2015Q3,0.0093227,867.735
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q3,0.0438132,1844.442
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q3,0.0026259,158.763
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q3,0.0082609,499.592
Industry groups,Printing,SG01RSC04B01CC4,2015Q3,0.0025669,150.224
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q3,0.0207237,906.378
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q3,0.0043653,272.132
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q3,0.0107923,650.921
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q3,0.0170465,982.261
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q3,0.0026286,162.146
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q3,0.0300511,1677.122
Industry groups,Construction,SG01RSC04B01EE1,2015Q3,0.0594123,3281.988
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q3,0.0503474,2880.767
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q3,0.0434044,2635.208
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q3,0.0207738,1174.007
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q3,0.0486681,2533.219
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q3,0.026523,2158.336
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q3,0.054681,3186.462
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q3,0.0701827,3882.063
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q3,0.0709097,3886.384
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q3,0.0780624,4501.628
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q3,0.0191456,1105.895
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q3,0.0047116,289.685
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q3,0.035712,2134.797
Industry groups,Education and training,SG01RSC04B01PP1,2015Q3,0.0447673,2329.863
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q3,0.0593888,3277.025
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q3,0.013818,761.448
Industry groups,Other services,SG01RSC04B01RS2,2015Q3,0.0184533,964.48
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q3,0.0841293,4257.333
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q4,0.030119,2390.896
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q4,0.0061088,343.19
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q4,0.0084844,481.984
Industry groups,Mining,SG01RSC04B01BB1,2015Q4,0.0093227,821.893
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q4,0.0438132,1911.713
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q4,0.0026259,162.916
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q4,0.0082609,525.939
Industry groups,Printing,SG01RSC04B01CC4,2015Q4,0.0025669,143.183
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q4,0.0207237,928.16
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q4,0.0043653,287.936
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q4,0.0107923,652.594
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q4,0.0170465,1009.902
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q4,0.0026286,160.601
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q4,0.0300511,1690.336
Industry groups,Construction,SG01RSC04B01EE1,2015Q4,0.0594123,3359.887
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q4,0.0503474,2885.017
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q4,0.0434044,2670.744
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q4,0.0207738,1197.66
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q4,0.0486681,2544.527
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q4,0.026523,2182.673
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q4,0.054681,3219.556
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q4,0.0701827,3922.355
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q4,0.0709097,3912.096
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q4,0.0780624,4583.862
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q4,0.0191456,1116.772
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q4,0.0047116,291.018
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q4,0.035712,2170.873
Industry groups,Education and training,SG01RSC04B01PP1,2015Q4,0.0447673,2335.324
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q4,0.0593888,3310.732
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q4,0.013818,802.988
Industry groups,Other services,SG01RSC04B01RS2,2015Q4,0.0184533,972.161
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0841293,4321.561
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q1,0.030119,2404.131
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q1,0.0061088,356.634
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q1,0.0084844,491.928
Industry groups,Mining,SG01RSC04B01BB1,2016Q1,0.0093227,765.812
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q1,0.0438132,1847.666
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q1,0.0026259,165.638
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q1,0.0082609,521.371
Industry groups,Printing,SG01RSC04B01CC4,2016Q1,0.0025669,148.452
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q1,0.0207237,940.952
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q1,0.0043653,276.099
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q1,0.0107923,649.436
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q1,0.0170465,1017.161
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q1,0.0026286,156.619
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q1,0.0300511,1702.029
Industry groups,Construction,SG01RSC04B01EE1,2016Q1,0.0594123,3496.599
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q1,0.0503474,2884.577
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q1,0.0434044,2707.867
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q1,0.0207738,1211.706
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q1,0.0486681,2603.328
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q1,0.026523,2171.9
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q1,0.054681,3217.303
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q1,0.0701827,4025.336
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q1,0.0709097,3939.144
